# Segment 1
156.0,41.0
163.6,38.0
173.0,36.0
182.1,34.9
190.2,33.0
197.7,30.3
204.5,27.5
211.7,23.3
220.4,18.6
226.5,14.5
# Segment 2
238.0,20.0
244.4,27.4
251.0,33.0
258.5,37.5
262.7,43.7
263.4,50.6
260.7,57.3
254.6,60.4
248.3,63.7
243.2,69.8
# Segment 3
254.0,16.0
263.6,27.6
275.7,36.7
290.0,50.0
304.5,54.0
319.2,49.8
331.9,43.1
345.3,37.7
358.6,34.4
373.9,33.0
# Segment 4
285.0,37.0
279.4,35.4
274.3,33.3
269.4,32.0
264.4,31.0
260.1,31.9
254.8,36.2
253.1,41.1
256.3,47.3
260.5,52.5
# Segment 5
265.0,59.0
267.2,59.0
270.2,59.2
271.9,60.9
275.3,62.0
278.2,63.0
281.2,64.2
283.8,65.8
287.8,66.8
289.6,66.0
# Segment 6
201.0,56.0
214.1,60.1
222.4,70.4
234.7,70.0
249.8,79.0
262.7,82.0
274.9,91.9
280.8,104.8
296.3,119.3
305.8,130.8
# Segment 7
201.0,35.0
195.2,38.8
188.3,46.7
191.0,53.6
194.0,59.7
192.0,66.6
183.8,73.2
175.0,81.5
175.3,89.7
176.0,97.9
# Segment 8
174.0,103.0
168.2,107.8
163.1,112.9
159.3,118.7
154.5,123.5
149.8,128.0
143.9,130.0
137.6,132.0
130.3,132.0
123.1,132.0
# Segment 9
103.0,92.0
106.4,92.4
110.9,95.0
114.8,96.8
119.2,99.0
123.1,101.0
126.7,101.7
130.3,103.0
147.0,107.0
150.9,105.0
# Segment 10
179.0,101.0
182.4,102.4
185.9,101.1
188.6,97.4
192.6,94.4
195.3,92.7
197.6,90.4
200.6,90.0
204.0,91.0
205.9,93.9
# Segment 11
211.0,103.0
213.0,109.0
213.0,116.1
211.4,122.6
207.1,128.9
202.9,134.1
195.7,140.3
192.0,146.4
189.9,153.1
188.0,159.2
# Segment 12
110.0,170.0
120.1,170.0
128.9,170.0
139.1,168.9
146.7,166.3
155.1,161.9
162.2,156.8
166.0,147.6
166.4,138.6
168.6,130.4
# Segment 13
175.0,123.0
178.3,117.7
181.7,113.3
185.9,108.1
190.1,104.9
194.0,103.0
198.6,101.0
203.6,100.0
207.9,99.0
214.7,98.0
# Segment 14
220.0,97.0
226.0,96.0
232.5,98.0
240.5,100.0
248.2,102.0
255.4,104.0
262.4,107.4
268.7,109.0
272.0,110.0
276.0,112.0
# Segment 15
279.0,119.0
275.5,119.0
270.7,120.0
267.8,120.0
264.5,121.0
262.0,120.0
258.6,120.4
256.8,123.0
254.0,125.0
252.5,126.5
# Segment 16
282.0,118.0
285.3,117.7
288.4,116.0
291.0,115.0
294.6,115.0
298.6,115.0
302.4,115.4
304.8,116.0
307.7,117.0
310.5,118.0
# Segment 17
180.0,129.0
184.4,134.4
189.2,137.2
197.2,142.2
202.9,143.0
208.9,143.0
215.3,144.0
223.5,144.0
231.4,144.0
236.4,146.0
# Segment 18
244.0,147.0
252.0,151.0
260.9,153.9
271.2,157.0
281.6,158.0
291.9,157.0
301.5,155.0
311.5,154.0
320.6,154.0
328.8,155.0
# Segment 19
246.0,154.0
250.5,158.5
254.4,163.4
258.3,167.3
260.7,172.7
262.0,177.9
262.0,183.2
262.0,188.0
260.0,191.8
256.0,196.4
# Segment 20
250.0,177.0
261.0,176.0
272.0,176.0
281.2,176.0
291.6,173.4
300.3,168.0
307.5,161.0
318.3,155.7
326.9,149.1
334.9,144.0
# Segment 21
259.0,206.0
266.6,209.0
275.3,208.0
285.3,203.7
294.7,197.3
302.9,189.1
311.9,180.1
320.7,171.3
330.5,166.0
341.0,161.0
# Segment 22
256.0,200.0
248.0,205.9
248.0,214.0
255.0,221.6
260.1,230.1
266.9,237.9
275.3,247.3
283.8,249.0
294.1,249.0
300.8,245.2
# Segment 23
111.0,230.0
115.6,229.4
120.1,225.9
124.7,224.3
128.7,221.3
133.2,218.8
136.0,214.9
138.4,210.6
140.4,206.6
142.0,203.4
# Segment 24
147.0,199.0
149.1,198.9
152.9,197.0
156.3,193.7
159.6,190.4
162.8,185.2
166.6,182.4
171.0,180.0
175.1,178.9
179.5,178.5
# Segment 25
185.0,179.0
193.5,179.5
202.5,181.0
213.1,182.1
220.9,189.9
227.0,197.0
233.6,205.6
238.0,214.6
242.0,223.0
249.9,230.9
# Segment 26
204.0,245.0
213.0,242.0
224.4,240.0
237.1,238.9
248.5,237.0
257.1,236.1
268.8,238.8
279.8,238.0
290.9,236.0
300.5,237.0
# Segment 27
205.0,207.0
202.4,207.0
199.0,207.0
194.8,207.0
191.0,207.0
187.9,207.0
184.1,207.0
182.0,208.0
180.1,207.0
178.0,207.0
# Segment 28
175.0,207.0
174.0,210.2
175.6,213.0
177.0,216.6
177.1,220.1
179.0,223.0
180.0,226.5
181.0,230.7
183.0,234.9
185.0,238.0
# Segment 29
127.0,242.0
131.0,239.0
135.5,240.0
140.9,241.0
146.9,243.9
151.0,249.5
149.0,257.9
147.0,266.0
145.9,275.1
145.5,282.5
# Segment 30
163.0,303.0
163.0,311.6
163.0,320.6
162.2,330.8
158.6,339.4
154.4,347.6
147.4,355.6
138.4,360.6
127.4,366.6
119.0,374.9
# Segment 31
143.0,305.0
148.2,301.8
153.7,299.3
157.2,298.2
164.4,295.0
172.2,294.0
180.8,295.0
188.4,295.0
195.5,294.0
201.6,290.4
# Segment 32
181.0,298.0
186.7,303.7
192.8,309.8
197.5,316.5
202.3,323.3
205.8,329.8
209.0,336.8
209.9,344.1
206.4,347.0
201.1,345.1
# Segment 33
193.0,342.0
187.9,344.1
183.7,346.3
179.2,349.8
174.0,353.1
173.0,358.2
174.0,363.2
176.6,367.6
177.0,371.0
179.7,373.7
# Segment 34
215.0,305.0
218.1,313.1
221.0,320.0
224.2,325.2
226.8,331.8
230.0,338.9
234.0,345.6
234.5,352.0
233.1,358.9
234.0,366.4
# Segment 35
223.0,246.0
235.8,253.8
247.2,263.2
258.5,268.5
272.2,278.2
285.1,289.1
297.5,296.5
310.1,301.0
324.4,303.0
337.6,304.6
# Segment 36
221.0,301.0
223.5,302.5
226.5,303.0
229.5,303.0
233.0,303.0
235.6,303.0
239.4,301.6
242.1,300.9
245.0,299.0
247.7,297.3
# Segment 37
248.0,292.0
245.3,283.7
250.6,275.0
261.3,269.0
272.8,264.2
283.2,263.0
293.1,262.0
303.2,264.0
311.4,268.4
317.7,271.7
# Segment 38
253.0,299.0
260.5,298.5
268.8,296.2
276.5,294.0
284.6,291.0
292.3,288.0
300.8,284.0
308.2,280.0
317.0,279.0
324.0,281.0
# Segment 39
315.0,306.0
304.1,312.9
294.3,321.7
286.0,332.0
280.0,343.4
278.3,355.7
284.2,365.2
294.0,375.0
305.4,383.4
312.9,394.9
# Segment 40
284.0,315.0
286.0,318.1
287.0,320.7
287.0,325.3
286.5,329.5
286.0,334.2
286.0,337.3
285.0,342.1
283.5,345.5
282.0,349.0
# Segment 41
241.0,353.0
250.3,352.0
258.0,351.0
268.3,351.3
277.6,352.4
286.9,353.9
297.7,356.0
308.5,356.0
319.3,356.0
327.5,350.5
